Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators,,,,,
ref1522,cid4640525,Documents,Broadsides,"Numerous. Philadelphia, PA, Circular announcing a special meeting of Mikveh Israel to enact bylaws on the burial grounds and rules of internment",Circular announcing a special meeting of Mikveh Israel to enact bylaws on the burial grounds and rules of internment,Numerous,,,"Philadelphia, PA",1849 April 1,Drawer,Mixed materials,Mickve Israel,Folder,64,doc_ja_phil_mi_64_1r.tif; doc_ja_phil_mi_64_1v.tif,,,,Broadsides,Numerous
ref1523,cid4640524,Documents,Broadsides,"Numerous. Rochester, NY, ""Semi-Annual Public Exercises of the Hebrew Institute"" songs of no religious nature listing Rev. I. Mayer as Principal of the Hebrew and Jewish Departments. Published by Adolph Nolte and marks the early years of the Jewish community in Rochester, NY","""Semi-Annual Public Exercises of the Hebrew Institute"" songs of no religious nature listing Rev. I. Mayer as Principal of the Hebrew and Jewish Departments. Published by Adolph Nolte and marks the early years of the Jewish community in Rochester, NY",Numerous,,,"Rochester, NY",1857 April 2,Drawer,Mixed materials,Judaica Americana,Folder,NY 406,doc_ja_ny_406_1r.tif; doc_ja_ny_406_1v.tif; doc_ja_ny_406_2r.tif; doc_ja_ny_406_2v.tif,,,,Broadsides,Numerous
ref1524,cid4640523,Documents,Broadsides,"Oppenheimer, Samuel. Vienna, Austria, Imperial edict by Leopold I directing people to pay their debts to Samuel Oppenheim, as well as to his sons and other relatives. The payments are to be in three installments over six months. It was issued on 11/19/1690 and reconfirmed in this document on 4/30/1700","Imperial edict by Leopold I directing people to pay their debts to Samuel Oppenheim, as well as to his sons and other relatives. The payments are to be in three installments over six months. It was issued on 11/19/1690 and reconfirmed in this document on 4/30/1700","Oppenheimer, Samuel",,,"Vienna, Austria",1700 April 30,Box,Mixed materials,3,Object,3,bx3_3_1r.tif; bx3_3_1v.tif,,,,Broadsides,"Oppenheimer, Samuel"
ref1525,cid4640522,Documents,Broadsides,"Patman, J. and Stein, A. Philadelphia, PA, Printed invitation to the consecration of the ""Seekers of Peace"" Congregation. It is printed on a stampless envelope adress to P. D. Vroom in New Jersey and is signed by Rabbi Kahn","Printed invitation to the consecration of the ""Seekers of Peace"" Congregation. It is printed on a stampless envelope adress to P. D. Vroom in New Jersey and is signed by Rabbi Kahn","Patman, J.","Stein, A.",,"Philadelphia, PA",1847 September 8,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 263,doc_ja_phil_263_1r.tif; doc_ja_phil_263_1v.tif,,,,Broadsides,"Patman, J."
ref1526,cid4640521,Documents,Broadsides,"Peixotto, Daniel L. M. New York, NY, Notice from a committee of five physicians, including Daniel L. M. Peizotto, who served as president of the New York Medical Society from 1830-1832, concerning attempts in the American medical community to bring professional integrity and standards to American medicine","Notice from a committee of five physicians, including Daniel L. M. Peizotto, who served as president of the New York Medical Society from 1830-1832, concerning attempts in the American medical community to bring professional integrity and standards to American medicine","Peixotto, Daniel L. M.",,,"New York, NY",1831 October 22,Drawer,Mixed materials,Judaica Americana,Folder,NYC 975,doc_ja_nyc_975_1r.tif; doc_ja_nyc_975_1v.tif,,,,Broadsides,"Peixotto, Daniel L. M."
ref1527,cid4640520,Documents,Broadsides,"Philips, Henry, Jr. Philadelphia, PA, Broadside for the Numismatic and Antiquarian Society of Philadelphia with Henry Philips Jr., archeologist and numismatist, listed as the Corresponding Secretary and the Chairperson of the Numismatics Committee","Broadside for the Numismatic and Antiquarian Society of Philadelphia with Henry Philips Jr., archeologist and numismatist, listed as the Corresponding Secretary and the Chairperson of the Numismatics Committee","Philips, Henry, Jr.",,,"Philadelphia, PA",1868,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 244,doc_ja_phil_244_1v.tif; doc_ja_phil_244_1v.tif,,,,Broadsides,"Philips, Henry, Jr."
ref1528,cid4640519,Documents,Broadsides,"Phillips, I. J. and Pesoa, David. Philadelphia, PA, Printed letter offering $200 for a design and cost estimate for the new K.K. Mikveh Israel, to be built in the lot of Arch Street above Tenth in Philadelphia, Pennsylvania. It is signed in proof by the building committee","Printed letter offering $200 for a design and cost estimate for the new K.K. Mikveh Israel, to be built in the lot of Arch Street above Tenth in Philadelphia, Pennsylvania. It is signed in proof by the building committee","Phillips, I. J.","Pesoa, David",,"Philadelphia, PA",1856 June 17,Drawer,Mixed materials,Mickve Israel,Folder,54,doc_ja_phil_mi_54_1r.tif; doc_ja_phil_mi_54_1v.tif,,,,Broadsides,"Phillips, I. J."
ref1529,cid4640518,Documents,Broadsides,"Phillips, J. A. and Pesoa, D. Philadelphia, PA, A printed letter from Philadelphia, Pennsylvania outlining the new rates for the K.K. Mikveh Israel. It apologizes for the higher rates due to new building, and lists the board members","A printed letter from Philadelphia, Pennsylvania outlining the new rates for the K.K. Mikveh Israel. It apologizes for the higher rates due to new building, and lists the board members","Phillips, J. A.","Pesoa, D.",,"Philadelphia, PA",1860 April 15,Drawer,Mixed materials,Mickve Israel,Folder,56,doc_ja_phil_mi_56_1r.tif; doc_ja_phil_mi_56_1v.tif; doc_ja_phil_mi_56_2r.tif; doc_ja_phil_mi_56_2v.tif,,,,Broadsides,"Phillips, J. A."
ref1530,cid4640517,Documents,Broadsides,"Phillips, N. New York, NY, Printed letter by N. Phillips, as clerk of Shearith Israel in New York City, notifying that no one who married out of the faith may join","Printed letter by N. Phillips, as clerk of Shearith Israel in New York City, notifying that no one who married out of the faith may join","Phillips, N.",,,"New York, NY",1847,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1001,doc_ja_nyc_1001_1r.tif; doc_ja_nyc_1001_1v.tif,,,,Broadsides,"Phillips, N."
ref1531,cid4640516,Documents,Broadsides,"Phillips, Sophia. Philadelphia, PA, Poster for the famous Philadelphia Chestnut St. Theatre announcing Miss Sophia Phillips, the celebrated actress, in the tragedy, ""The Gamester""","Poster for the famous Philadelphia Chestnut St. Theatre announcing Miss Sophia Phillips, the celebrated actress, in the tragedy, ""The Gamester""","Phillips, Sophia",,,"Philadelphia, PA",1835 May 20,Drawer,Mixed materials,Judaica Americana Oversize,Folder,79,doc_jal_79_1r.tif; doc_jal_79_1v.tif,,,,Broadsides,"Phillips, Sophia"
ref1532,cid4640515,Documents,Broadsides,"Phillips, Z. Philadelphia, PA, Printed letter from the Board of Managers of K. K. Mickve Israel extracting their minutes and outlining the financial responsibilities of members and rights of the Mickve Israel to go after bad debts",Printed letter from the Board of Managers of K. K. Mickve Israel extracting their minutes and outlining the financial responsibilities of members and rights of the Mickve Israel to go after bad debts,"Phillips, Z.",,,"Philadelphia, PA",1833 June 30,Drawer,Mixed materials,Mickve Israel,Folder,53,doc_ja_phil_mi_53_1r.tif; doc_ja_phil_mi_53_1v.tif,,,,Broadsides,"Phillips, Z."
ref1533,cid4640514,Documents,Broadsides,"Pitkin. Philadelphia, PA, Advertising brochure in original envelope for an early Army Navy store, Pitkin and Co. of Philadelphia","Advertising brochure in original envelope for an early Army Navy store, Pitkin and Co. of Philadelphia",Pitkin,,,"Philadelphia, PA",1875,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 248,doc_ja_phil_248_1r.tif; doc_ja_phil_248_1v.tif; doc_ja_phil_248_2r.tif; doc_ja_phil_248_2v.tif,,,,Broadsides,Pitkin
ref1534,cid4640513,Documents,Broadsides,"Putzel, S. G. and Lauer, Lewis. Baltimore, MD, Printed letter to the members of Baltimore United Hebrew Assistance Society, announcing a meeting to raise funds, addressed to Dr. J. Cohen, a well known scientist and doctor","Printed letter to the members of Baltimore United Hebrew Assistance Society, announcing a meeting to raise funds, addressed to Dr. J. Cohen, a well known scientist and doctor","Putzel, S. G.","Lauer, Lewis",,"Baltimore, MD",1853 November 21,Drawer,Mixed materials,Judaica Americana,Folder,LA 161,doc_ja_la_161_1r.tif; doc_ja_la_161_1v.tif,,,,Broadsides,"Putzel, S. G."
ref1535,cid4640512,Documents,Broadsides,"Raphall, Morris Jacob. Baltimore, MD, ""A Course of Six Popular Lectures on the Poetry of the Hebrews"" by Rev. Morris J. Raphall, preacher at the Synagogue in Birmingham, England with handwritten notes. Found among the papers of Rev. Isaac Leeser","""A Course of Six Popular Lectures on the Poetry of the Hebrews"" by Rev. Morris J. Raphall, preacher at the Synagogue in Birmingham, England with handwritten notes. Found among the papers of Rev. Isaac Leeser","Raphall, Morris Jacob",,,"Baltimore, MD",1850 January 29,Drawer,Mixed materials,Judaica Americana,Folder,MD 239,doc_ja_md_239_1r.tif; doc_ja_md_239_1v.tif,,,,Broadsides,"Raphall, Morris Jacob"
ref1536,cid4640511,Documents,Broadsides,"Reuben and Rosenberger. New York, NY, Broadside with price list and illustrated with garments",Broadside with price list and illustrated with garments,,,Reuben and Rosenberger,"New York, NY",1897 September 1,Folder,Mixed materials,Binder F,Page,91,lbr_ff_s91_1r.tif; lbr_ff_s91_1v.tif,,,,Broadsides,
ref1537,cid4640510,Documents,Broadsides,"Robinson. Louisville, KY, Printed letter and offerings of spring imports. May not be Jewish",Printed letter and offerings of spring imports. May not be Jewish,Robinson,,,"Louisville, KY",1854 February 1,Drawer,Mixed materials,Judaica Americana,Folder,KY 125,doc_ja_ky_125_1r.tif; doc_ja_ky_125_1v.tif; doc_ja_ky_125_2r.tif; doc_ja_ky_125_2v.tif,,,,Broadsides,Robinson
ref1538,cid4640509,Documents,Broadsides,"Rosenbaum. Reading, PA, Broadside for Rosenbaum's Star Clothing House",Broadside for Rosenbaum's Star Clothing House,Rosenbaum,,,"Reading, PA",1890,Folder,Mixed materials,Binder M,Page,16a,lbr_fm_s16a_1r.tif; lbr_fm_s16a_1v.tif,,,,Broadsides,Rosenbaum
ref1539,cid4640508,Documents,Broadsides,"Rosenwald's. Albuquerque, NM, Broadside for Rosenwald's with illustrations with prices of goodyear rubbers for high buckel shoes with shoe size chart on reverse",Broadside for Rosenwald's with illustrations with prices of goodyear rubbers for high buckel shoes with shoe size chart on reverse,,,Rosenwald's,"Albuquerque, NM",1910,Folder,Mixed materials,Binder F,Page,55,lbr_ff_s55_1r.tif; lbr_ff_s55_1v.tif,,,,Broadsides,
ref1540,cid4640507,Documents,Broadsides,"Sailer, Isaac D. Philadelphia, PA, Envelope with price list for Jack Brand and Queen Brand, price list with graphics on page 4, price list of 10 combination orders of Isaac D. Sailer","Envelope with price list for Jack Brand and Queen Brand, price list with graphics on page 4, price list of 10 combination orders of Isaac D. Sailer","Sailer, Isaac D.",,,"Philadelphia, PA",1901,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 782,doc_bhl_phil_782_1r.tif; doc_bhl_phil_782_1v.tif,,,,Broadsides,"Sailer, Isaac D."
ref1541,cid4640506,Documents,Broadsides,"Sailer, Isaac D. Philadelphia, PA, Envelope with return envelope inside with a price booklet of cigars",Envelope with return envelope inside with a price booklet of cigars,"Sailer, Isaac D.",,,"Philadelphia, PA",1898,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 781,doc_bhl_phil_781_1r.tif; doc_bhl_phil_781_1v.tif,,,,Broadsides,"Sailer, Isaac D."
ref1542,cid4640505,Documents,Broadsides,"Schlessel, Nathan. New York, NY, Broadside for Nathan Schlessel, manufacturer of cloaks and suits, with a lithograph of a woman in a cloak made of beaver","Broadside for Nathan Schlessel, manufacturer of cloaks and suits, with a lithograph of a woman in a cloak made of beaver","Schlessel, Nathan",,,"New York, NY",1885,Folder,Mixed materials,Binder I,Page,19,lbr_fi_s19_1r.tif; lbr_fi_s19_1v.tif,,,,Broadsides,"Schlessel, Nathan"
ref1543,cid4640504,Documents,Broadsides,"Schlessel, Nathan. New York, NY, Part of set of five broadsides plus an envelope explaining Nathan Schlessel's tough credit standards that lowers prices for customers",Part of set of five broadsides plus an envelope explaining Nathan Schlessel's tough credit standards that lowers prices for customers,"Schlessel, Nathan",,,"New York, NY",1880,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 645,doc_bhl_nyc_645_1r.tif; doc_bhl_nyc_645_1v.tif,,,,Broadsides,"Schlessel, Nathan"
ref1544,cid4640503,Documents,Broadsides,"Schlessel, Nathan. New York, NY, Part of set of five broadsides plus an envelope with illustration fur capes",Part of set of five broadsides plus an envelope with illustration fur capes,"Schlessel, Nathan",,,"New York, NY",1880,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 641,doc_bhl_nyc_641_1r.tif; doc_bhl_nyc_641_1v.tif,,,,Broadsides,"Schlessel, Nathan"
ref1545,cid4640502,Documents,Broadsides,"Schlessel, Nathan. New York, NY, Part of set of five broadsides plus an envelope with illustration of a beaver cape",Part of set of five broadsides plus an envelope with illustration of a beaver cape,"Schlessel, Nathan",,,"New York, NY",1880,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 644,doc_bhl_nyc_644_1r.tif; doc_bhl_nyc_644_1v.tif,,,,Broadsides,"Schlessel, Nathan"
ref1546,cid4640501,Documents,Broadsides,"Schlessel, Nathan. New York, NY, Part of set of five broadsides plus an envelope with illustration of boucle capes",Part of set of five broadsides plus an envelope with illustration of boucle capes,"Schlessel, Nathan",,,"New York, NY",1880,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 643,doc_bhl_nyc_643_1r.tif; doc_bhl_nyc_643_1v.tif,,,,Broadsides,"Schlessel, Nathan"
ref1547,cid4640500,Documents,Broadsides,"Schlessel, Nathan. New York, NY, Part of set of five broadsides plus an envelope with illustration wool kersey and cape",Part of set of five broadsides plus an envelope with illustration wool kersey and cape,"Schlessel, Nathan",,,"New York, NY",1880,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 640,doc_bhl_nyc_640_1r.tif; doc_bhl_nyc_640_1v.tif,,,,Broadsides,"Schlessel, Nathan"
ref1548,cid4640499,Documents,Broadsides,"Schorsch, D. Philadelphia, PA, One cent post card with ad for D. Schorsch with lithograph of woman in a shirt waist",One cent post card with ad for D. Schorsch with lithograph of woman in a shirt waist,"Schorsch, D.",,,"Philadelphia, PA",1898,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 777,doc_bhl_phil_777_1r.tif; doc_bhl_phil_777_1v.tif,,,,Broadsides,"Schorsch, D."
ref1549,cid4640498,Documents,Broadsides,"Schwab, Michael and Fielder, Samuel. Chicago, IL, Card with pictures and names of seven who are condemned to be hanged in Chicago on Nov. 11, 1887 as a consequence of the first dynamite bomb thron in America on May 4, 1886","Card with pictures and names of seven who are condemned to be hanged in Chicago on Nov. 11, 1887 as a consequence of the first dynamite bomb thron in America on May 4, 1886","Schwab, Michael","Fielder, Samuel",,"Chicago, IL",1886,Folder,Mixed materials,Binder P,Page,9,lbr_fp_s9_1r.tif; lbr_fp_s9_1v.tif,,,,Broadsides,"Schwab, Michael"
ref1550,cid4640497,Documents,Broadsides,"Selser & Brother. Philadelphia, PA, Detailed list of produce and price ranges",Detailed list of produce and price ranges,,,Selser & Brother,"Philadelphia, PA",1867 March 15,Drawer,Mixed materials,Billheads Pre-1880,Folder,PH 2026,doc_bhe_ph_2026_1r.tif; doc_bhe_ph_2026_1v.tif,,,,Broadsides,
ref1551,cid4640496,Documents,Broadsides,"Shloss, Lazarus and Shloss, Heyman. Philadelphia, PA, Advertising pamphlet with large, unusual comical poem about clothes","Advertising pamphlet with large, unusual comical poem about clothes","Shloss, Lazarus","Shloss, Heyman",,"Philadelphia, PA",1860,Folder,Mixed materials,Binder H,Page,14,lbr_fh_s14_1r.tif; lbr_fh_s14_1v.tif,,,,Broadsides,"Shloss, Lazarus"
ref1552,cid4640495,Documents,Broadsides,"Shoyer, G. Philadelphia, PA, Price list for fur skins, listing a house cat","Price list for fur skins, listing a house cat","Shoyer, G.",,,"Philadelphia, PA",1874 November 1,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 260,doc_ja_phil_260_1r.tif; doc_ja_phil_260_1v.tif; doc_ja_phil_260_2r.tif; doc_ja_phil_260_2v.tif,,,,Broadsides,"Shoyer, G."
ref1553,cid4640494,Documents,Broadsides,"Silverberg, A. Brooklyn, NY, Ad for custom suits and cleaning by The London Tailoring Co",Ad for custom suits and cleaning by The London Tailoring Co,"Silverberg, A.",,,"Brooklyn, NY",1890,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 668,doc_bhl_nyc_668_1r.tif; doc_bhl_nyc_668_1v.tif,,,,Broadsides,"Silverberg, A."
ref1554,cid4640493,Documents,Broadsides,"Simon, Sam. Oberlin, OH, Special offer for rags at two cents a pound",Special offer for rags at two cents a pound,"Simon, Sam",,,"Oberlin, OH",1890,Folder,Mixed materials,Binder M,Page,16b,lbr_fm_s16b_1r.tif; lbr_fm_s16b_1v.tif,,,,Broadsides,"Simon, Sam"
ref1555,cid4640492,Documents,Broadsides,"Simons, H. and Dreyfous, H. New York, NY, Mrs. H. Simon's broadside announcing the opening of private Jewish female boarding school listing courses, teachers and costs","Mrs. H. Simon's broadside announcing the opening of private Jewish female boarding school listing courses, teachers and costs","Simons, H.","Dreyfous, H.",,"New York, NY",1855,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1002,doc_ja_nyc_1002_1r.tif; doc_ja_nyc_1002_1v.tif,,,,Broadsides,"Simons, H."
